Reward_Prob,Var1,Participant.ID,Trial_type,trial_number,Time
0.622459331,0.622459331,P015,1,1,PRE
0.588830921,0.593095697,P015,1,2,PRE
0.572478806,0.573702164,P015,1,3,PRE
0.5646239,0.561015785,P015,1,4,PRE
0.560867084,0.552755538,P015,1,5,PRE
0.559073399,0.547389868,P015,1,6,PRE
0.558217649,0.570033682,P015,1,7,PRE
0.497698511,0.558624469,P015,1,8,PRE
0.468758077,0.551201277,P015,1,9,PRE
0.515265453,0.572475775,P015,1,10,PRE
0.477111279,0.560216093,P015,1,11,PRE
0.458986347,0.552235682,P015,1,12,PRE
0.510584985,0.5731386,P015,1,13,PRE
0.474883337,0.586543185,P015,1,14,PRE
0.518191948,0.595158108,P015,1,15,PRE
0.478505407,0.600706847,P015,1,16,PRE
0.459647951,0.604286871,P015,1,17,PRE
0.45069417,0.581063597,P015,1,18,PRE
0.506599974,0.565821932,P015,1,19,PRE
0.472987935,0.58184816,P015,1,20,PRE
0.457029377,0.566334796,P015,1,21,PRE
0.509645684,0.582177128,P015,1,22,PRE
0.534728842,0.566549878,P015,1,23,PRE
0.546634358,0.556355662,P015,1,24,PRE
0.552292863,0.549727352,P015,1,25,PRE
0.494838861,0.5454249,P015,1,26,PRE
0.527696124,0.542634729,P015,1,27,PRE
0.543295317,0.566987105,P015,1,28,PRE
0.490510229,0.582595567,P015,1,29,PRE
0.465345165,0.566823491,P015,1,30,PRE
0.622459331,0.622459331,P015,1,1,PRE
0.529379058,0.593095697,P015,1,2,PRE
0.544094192,0.573702164,P015,1,3,PRE
0.551084743,0.586905001,P015,1,4,PRE
0.494256692,0.595390936,P015,1,5,PRE
0.4671237,0.600856964,P015,1,6,PRE
0.514483679,0.578803867,P015,1,7,PRE
0.537025006,0.564345467,P015,1,8,PRE
0.547725007,0.55492106,P015,1,9,PRE
0.552811745,0.548795706,P015,1,10,PRE
0.495088995,0.570934421,P015,1,11,PRE
0.467518881,0.559211401,P015,1,12,PRE
0.454433038,0.577609368,P015,1,13,PRE
0.508398409,0.563565416,P015,1,14,PRE
0.534136785,0.554413592,P015,1,15,PRE
0.54635318,0.548466212,P015,1,16,PRE
0.552159108,0.544606848,P015,1,17,PRE
0.554922395,0.542104418,P015,1,18,PRE
0.556238708,0.540482563,P015,1,19,PRE
0.496742483,0.5394317,P015,1,20,PRE
0.528600934,0.538750914,P015,1,21,PRE
0.543724812,0.538309922,P015,1,22,PRE
0.490716497,0.564216172,P015,1,23,PRE
0.525735831,0.554836939,P015,1,24,PRE
0.482103643,0.574805558,P015,1,25,PRE
0.46135549,0.587613482,P015,1,26,PRE
0.451505579,0.595846893,P015,1,27,PRE
0.506990507,0.601150969,P015,1,28,PRE
0.47317363,0.604573646,P015,1,29,PRE
0.457117517,0.606784929,P015,1,30,PRE
0.622459331,0.622459331,P015,1,1,PRE
0.529379058,0.593095697,P015,1,2,PRE
0.483843962,0.573702164,P015,1,3,PRE
0.462181357,0.586905001,P015,1,4,PRE
0.451897961,0.595390936,P015,1,5,PRE
0.507179314,0.57520927,P015,1,6,PRE
0.53355806,0.58787273,P015,1,7,PRE
0.485842548,0.596013755,P015,1,8,PRE
0.463129812,0.601258572,P015,1,9,PRE
0.512571532,0.604643132,P015,1,10,PRE
0.536117533,0.581298503,P015,1,11,PRE
0.487067925,0.591785026,P015,1,12,PRE
0.523999682,0.598532996,P015,1,13,PRE
0.48127493,0.577274602,P015,1,14,PRE
0.521240526,0.589199258,P015,1,15,PRE
0.54023148,0.596867701,P015,1,16,PRE
0.54924853,0.576179654,P015,1,17,PRE
0.493372443,0.588495939,P015,1,18,PRE
0.466703884,0.570685728,P015,1,19,PRE
0.514282803,0.58496873,P015,1,20,PRE
0.536929676,0.568375981,P015,1,21,PRE
0.547679721,0.583486596,P015,1,22,PRE
0.492617509,0.59319187,P015,1,23,PRE
0.466345485,0.573765287,P015,1,24,PRE
0.514111292,0.561056953,P015,1,25,PRE
0.476561698,0.552782303,P015,1,26,PRE
0.51899295,0.54740724,P015,1,27,PRE
0.478887148,0.543920062,P015,1,28,PRE
0.459829109,0.567810602,P015,1,29,PRE
0.450780264,0.557176471,P015,1,30,PRE
