Reward_Prob,Var1,Participant.ID,Trial_type,trial_number,Time
0.622459331,0.622459331,P025,1,1,PRE
0.732603276,0.607816093,P025,1,2,PRE
0.816840573,0.596035708,P025,1,3,PRE
0.876801984,0.606193817,P025,1,4,PRE
0.917653244,0.614203332,P025,1,5,PRE
0.856267102,0.601168104,P025,1,6,PRE
0.903806328,0.610239486,P025,1,7,PRE
0.834924182,0.61739606,P025,1,8,PRE
0.889261432,0.623048439,P025,1,9,PRE
0.813101466,0.6082911,P025,1,10,PRE
0.87420923,0.596417088,P025,1,11,PRE
0.915912239,0.586897211,P025,1,12,PRE
0.943701609,0.57928348,P025,1,13,PRE
0.962046338,0.593000872,P025,1,14,PRE
0.974154419,0.603802539,P025,1,15,PRE
0.982190073,0.612316998,P025,1,16,PRE
0.987570175,0.619036278,P025,1,17,PRE
0.975132416,0.605057747,P025,1,18,PRE
0.952192556,0.593821985,P025,1,19,PRE
0.91227336,0.604449464,P025,1,20,PRE
0.941292334,0.593334017,P025,1,21,PRE
0.960457899,0.604065006,P025,1,22,PRE
0.926361813,0.612524015,P025,1,23,PRE
0.950608671,0.619199747,P025,1,24,PRE
0.966601015,0.624474042,P025,1,25,PRE
0.977170389,0.628645347,P025,1,26,PRE
0.984203266,0.612808451,P025,1,27,PRE
0.968804112,0.619424358,P025,1,28,PRE
0.978631779,0.624651601,P025,1,29,PRE
0.958533345,0.609584202,P025,1,30,PRE
0.622459331,0.622459331,P025,1,1,PRE
0.487867288,0.607816093,P025,1,2,PRE
0.618134915,0.596035708,P025,1,3,PRE
0.483467459,0.586591892,P025,1,4,PRE
0.356251893,0.579039543,P025,1,5,PRE
0.250525379,0.573009982,P025,1,6,PRE
0.170873139,0.568201852,P025,1,7,PRE
0.114718746,0.58427978,P025,1,8,PRE
0.192769912,0.577192726,P025,1,9,PRE
0.300343522,0.571536776,P025,1,10,PRE
0.429702686,0.58690407,P025,1,11,PRE
0.563813453,0.579288961,P025,1,12,PRE
0.429965926,0.573208978,P025,1,13,PRE
0.564066848,0.588220006,P025,1,14,PRE
0.430208226,0.580340511,P025,1,15,PRE
0.31050079,0.593832911,P025,1,16,PRE
0.440994179,0.604458073,P025,1,17,PRE
0.574618838,0.612834053,P025,1,18,PRE
0.440356707,0.619444576,P025,1,19,PRE
0.574012262,0.624667584,P025,1,20,PRE
0.693028576,0.628798492,P025,1,21,PRE
0.562913069,0.612932172,P025,1,22,PRE
0.683717637,0.619522061,P025,1,23,PRE
0.780359538,0.624728839,P025,1,24,PRE
0.851246253,0.628846962,P025,1,25,PRE
0.900399437,0.632106924,P025,1,26,PRE
0.933412822,0.634689491,P025,1,27,PRE
0.955261904,0.617696279,P025,1,28,PRE
0.969671516,0.603978737,P025,1,29,PRE
0.942445728,0.612455971,P025,1,30,PRE
0.622459331,0.622459331,P025,1,1,PRE
0.732603276,0.607816093,P025,1,2,PRE
0.816840573,0.615483377,P025,1,3,PRE
0.876801984,0.621537153,P025,1,4,PRE
0.917653244,0.626322147,P025,1,5,PRE
0.856267102,0.610932363,P025,1,6,PRE
0.903806328,0.617943038,P025,1,7,PRE
0.834924182,0.604177403,P025,1,8,PRE
0.889261432,0.593115792,P025,1,9,PRE
0.813101466,0.584255173,P025,1,10,PRE
0.87420923,0.577173075,P025,1,11,PRE
0.915912239,0.571521103,P025,1,12,PRE
0.85355159,0.586891737,P025,1,13,PRE
0.90196481,0.579279106,P025,1,14,PRE
0.934453312,0.573201116,P025,1,15,PRE
0.95594821,0.588213818,P025,1,16,PRE
0.970124617,0.580335566,P025,1,17,PRE
0.943248008,0.593829018,P025,1,18,PRE
0.961747277,0.584825807,P025,1,19,PRE
0.928587462,0.577628795,P025,1,20,PRE
0.952077978,0.571884587,P025,1,21,PRE
0.967570302,0.587177775,P025,1,22,PRE
0.938739686,0.579507653,P025,1,23,PRE
0.958774865,0.573383467,P025,1,24,PRE
0.971991606,0.588357322,P025,1,25,PRE
0.980749883,0.580450255,P025,1,26,PRE
0.986601751,0.574135622,P025,1,27,PRE
0.973301668,0.569099113,P025,1,28,PRE
0.981621917,0.565085638,P025,1,29,PRE
0.964016805,0.581827676,P025,1,30,PRE
