Reward_Prob,Var1,Participant.ID,Trial_type,trial_number,Time
0.622459331,0.622459331,P013,1,1,POST
0.757164307,0.579878714,P013,1,2,POST
0.603413101,0.561187171,P013,1,3,POST
0.74285102,0.605515056,P013,1,4,POST
0.841646444,0.572383184,P013,1,5,POST
0.904678014,0.610181112,P013,1,6,POST
0.814306476,0.574438708,P013,1,7,POST
0.887699856,0.55882934,P013,1,8,POST
0.93262824,0.604533397,P013,1,9,POST
0.959325262,0.62365389,P013,1,10,POST
0.975091762,0.580410557,P013,1,11,POST
0.984467898,0.56141798,P013,1,12,POST
0.963875341,0.605611167,P013,1,13,POST
0.977787695,0.572425462,P013,1,14,POST
0.986084684,0.61019875,P013,1,15,POST
0.967392905,0.57444649,P013,1,16,POST
0.979876373,0.558832709,P013,1,17,POST
0.954054131,0.604534799,P013,1,18,POST
0.97197445,0.571952124,P013,1,19,POST
0.982604795,0.610001291,P013,1,20,POST
0.988990091,0.625961121,P013,1,21,POST
0.973803442,0.581439157,P013,1,22,POST
0.983697162,0.613962943,P013,1,23,POST
0.989652613,0.576109327,P013,1,24,POST
0.975282994,0.611736202,P013,1,25,POST
0.984582401,0.575125154,P013,1,26,POST
0.990190702,0.559126568,P013,1,27,POST
0.993631301,0.604657129,P013,1,28,POST
0.995781387,0.572005904,P013,1,29,POST
0.989379922,0.610023725,P013,1,30,POST
0.622459331,0.622459331,P013,1,1,POST
0.453574527,0.579878714,P013,1,2,POST
0.301783068,0.613310699,P013,1,3,POST
0.188559146,0.575820895,P013,1,4,POST
0.114098562,0.61161578,P013,1,5,POST
0.216308417,0.575071972,P013,1,6,POST
0.131713412,0.559103537,P013,1,7,POST
0.243849991,0.604647542,P013,1,8,POST
0.397841184,0.623701998,P013,1,9,POST
0.566497538,0.580431985,P013,1,10,POST
0.714260934,0.613541929,P013,1,11,POST
0.822438153,0.575923133,P013,1,12,POST
0.689130335,0.559472194,P013,1,13,POST
0.805139614,0.552367624,P013,1,14,POST
0.881933653,0.60184436,P013,1,15,POST
0.777392285,0.570770355,P013,1,16,POST
0.628896839,0.557242327,P013,1,17,POST
0.460060464,0.551407611,P013,1,18,POST
0.624682058,0.601444974,P013,1,19,POST
0.75881617,0.62235313,P013,1,20,POST
0.852167557,0.631195777,P013,1,21,POST
0.911130041,0.634965288,P013,1,22,POST
0.946600707,0.636578441,P013,1,23,POST
0.967572822,0.637270001,P013,1,24,POST
0.928742849,0.586508413,P013,1,25,POST
0.95703004,0.616083758,P013,1,26,POST
0.973733753,0.628534678,P013,1,27,POST
0.983655502,0.58258867,P013,1,28,POST
0.989627317,0.614443597,P013,1,29,POST
0.975226373,0.627839944,P013,1,30,POST
0.622459331,0.622459331,P013,1,1,POST
0.757164307,0.631240934,P013,1,2,POST
0.851085517,0.63498459,P013,1,3,POST
0.91046845,0.636586712,P013,1,4,POST
0.946207911,0.586200765,P013,1,5,POST
0.887454141,0.615954959,P013,1,6,POST
0.932480956,0.57699103,P013,1,7,POST
0.862351849,0.612104367,P013,1,8,POST
0.917335807,0.575287773,P013,1,9,POST
0.835749865,0.61139322,P013,1,10,POST
0.901042817,0.574973695,P013,1,11,POST
0.940601616,0.611262116,P013,1,12,POST
0.877080212,0.626493962,P013,1,13,POST
0.926246384,0.581676967,P013,1,14,POST
0.95555449,0.561967796,P013,1,15,POST
0.972861253,0.605840126,P013,1,16,POST
0.983134185,0.624204765,P013,1,17,POST
0.960997925,0.58065598,P013,1,18,POST
0.976082169,0.561524507,P013,1,19,POST
0.946104633,0.553251763,P013,1,20,POST
0.967280009,0.602212205,P013,1,21,POST
0.979809263,0.570931817,P013,1,22,POST
0.953912285,0.557312132,P013,1,23,POST
0.971890628,0.603901863,P013,1,24,POST
0.937476947,0.623387768,P013,1,25,POST
0.96218794,0.580292032,P013,1,26,POST
0.976787234,0.561366538,P013,1,27,POST
0.947571384,0.553183689,P013,1,28,POST
0.968145807,0.54966181,P013,1,29,POST
0.929893416,0.54814838,P013,1,30,POST
