Reward_Prob,Var1,Participant.ID,Trial_type,trial_number,Time
0.622459331,0.622459331,P044,1,1,PRE
0.76935722,0.675639374,P044,1,2,PRE
0.868904498,0.720539982,P044,1,3,PRE
0.928264342,0.758011037,P044,1,4,PRE
0.855350399,0.756647061,P044,1,5,PRE
0.733829482,0.755397935,P044,1,6,PRE
0.84627066,0.786923397,P044,1,7,PRE
0.915244942,0.813010212,P044,1,8,PRE
0.954171429,0.834603889,P044,1,9,PRE
0.903837715,0.827706056,P044,1,10,PRE
0.947880051,0.82121502,P044,1,11,PRE
0.971909413,0.815126637,P044,1,12,PRE
0.939088404,0.836357607,P044,1,13,PRE
0.967164819,0.829359978,P044,1,14,PRE
0.982253414,0.822769372,P044,1,15,PRE
0.990322958,0.842694137,P044,1,16,PRE
0.994659805,0.83534877,P044,1,17,PRE
0.9875763,0.828408365,P044,1,18,PRE
0.993179559,0.821874895,P044,1,19,PRE
0.98426188,0.815744733,P044,1,20,PRE
0.99139947,0.810009785,P044,1,21,PRE
0.995241755,0.832118303,P044,1,22,PRE
0.988888964,0.825364467,P044,1,23,PRE
0.993886274,0.819016529,P044,1,24,PRE
0.996591562,0.839581938,P044,1,25,PRE
0.991958269,0.83240481,P044,1,26,PRE
0.995544335,0.850692536,P044,1,27,PRE
0.989573855,0.865913823,P044,1,28,PRE
0.994255506,0.857484406,P044,1,29,PRE
0.986667686,0.8715843,P044,1,30,PRE
0.622459331,0.622459331,P044,1,1,PRE
0.76935722,0.675639374,P044,1,2,PRE
0.61213684,0.681808452,P044,1,3,PRE
0.761715653,0.687382486,P044,1,4,PRE
0.864106187,0.692421815,P044,1,5,PRE
0.747420681,0.696980381,P044,1,6,PRE
0.85502819,0.738390229,P044,1,7,PRE
0.733334021,0.738718106,P044,1,8,PRE
0.84594903,0.739017052,P044,1,9,PRE
0.71950662,0.739289636,P044,1,10,PRE
0.836904023,0.7395382,P044,1,11,PRE
0.909780069,0.739764873,P044,1,12,PRE
0.822621919,0.773970351,P044,1,13,PRE
0.901356469,0.771297104,P044,1,14,PRE
0.946504554,0.768838514,P044,1,15,PRE
0.889144103,0.798048344,P044,1,16,PRE
0.939696161,0.793537545,P044,1,17,PRE
0.876345135,0.818482501,P044,1,18,PRE
0.932489249,0.812569099,P044,1,19,PRE
0.863039361,0.807044977,P044,1,20,PRE
0.924915185,0.801897069,P044,1,21,PRE
0.959465319,0.797110134,P044,1,22,PRE
0.914166776,0.792667437,P044,1,23,PRE
0.953579005,0.788551297,P044,1,24,PRE
0.974974023,0.814356993,P044,1,25,PRE
0.986428468,0.808713675,P044,1,26,PRE
0.992562469,0.803450881,P044,1,27,PRE
0.982889526,0.798553966,P044,1,28,PRE
0.990663767,0.794006592,P044,1,29,PRE
0.978697631,0.818870613,P044,1,30,PRE
0.622459331,0.622459331,P044,1,1,PRE
0.76935722,0.63384717,P044,1,2,PRE
0.868904498,0.685312047,P044,1,3,PRE
0.928264342,0.728640638,P044,1,4,PRE
0.961290843,0.72983803,P044,1,5,PRE
0.917764935,0.730927704,P044,1,6,PRE
0.955554355,0.73191957,P044,1,7,PRE
0.906521143,0.73282259,P044,1,8,PRE
0.949364755,0.768211738,P044,1,9,PRE
0.894590026,0.797529711,P044,1,10,PRE
0.942740266,0.821786045,P044,1,11,PRE
0.882039533,0.841878523,P044,1,12,PRE
0.776053459,0.858570073,P044,1,13,PRE
0.873078704,0.850448838,P044,1,14,PRE
0.930637772,0.865710559,P044,1,15,PRE
0.962582166,0.878467975,P044,1,16,PRE
0.979801278,0.889183918,P044,1,17,PRE
0.955414086,0.898230995,P044,1,18,PRE
0.97595923,0.888906887,P044,1,19,PRE
0.947411217,0.879755053,P044,1,20,PRE
0.971656937,0.870843407,P044,1,21,PRE
0.984655253,0.862226846,P044,1,22,PRE
0.965687909,0.853947883,P044,1,23,PRE
0.981463402,0.846037666,P044,1,24,PRE
0.989899848,0.838517218,P044,1,25,PRE
0.994431387,0.831398785,P044,1,26,PRE
0.99688876,0.849856845,P044,1,27,PRE
0.992639365,0.865216844,P044,1,28,PRE
0.995913664,0.856815194,P044,1,29,PRE
0.990412191,0.871025088,P044,1,30,PRE
