Reward_Prob,Var1,Participant.ID,Trial_type,trial_number,Time
0.622459331,0.622459331,P041,1,1,PRE
0.384366472,0.664081203,P041,1,2,PRE
0.218515218,0.693316986,P041,1,3,PRE
0.125775367,0.823312036,P041,1,4,PRE
0.076665982,0.809878884,P041,1,5,PRE
0.050056282,0.881539026,P041,1,6,PRE
0.175075545,0.918286829,P041,1,7,PRE
0.10275928,0.938421072,P041,1,8,PRE
0.064331023,0.910908363,P041,1,9,PRE
0.209158937,0.934259502,P041,1,10,PRE
0.446321095,0.906630612,P041,1,11,PRE
0.669597151,0.879927683,P041,1,12,PRE
0.425473004,0.917432254,P041,1,13,PRE
0.653897404,0.890058764,P041,1,14,PRE
0.803918088,0.864992422,P041,1,15,PRE
0.570164075,0.843502272,P041,1,16,PRE
0.753687853,0.825891829,P041,1,17,PRE
0.859340625,0.811899979,P041,1,18,PRE
0.915429477,0.882552251,P041,1,19,PRE
0.94557494,0.858432158,P041,1,20,PRE
0.962542834,0.838056217,P041,1,21,PRE
0.858249761,0.821526553,P041,1,22,PRE
0.646805531,0.887389778,P041,1,23,PRE
0.799819242,0.92140626,P041,1,24,PRE
0.564925899,0.940203289,P041,1,25,PRE
0.750395668,0.91276556,P041,1,26,PRE
0.857566004,0.885638875,P041,1,27,PRE
0.914489444,0.861115644,P041,1,28,PRE
0.945058316,0.907580561,P041,1,29,PRE
0.812870952,0.932405273,P041,1,30,PRE
0.622459331,0.622459331,P041,1,1,PRE
0.384366472,0.786792218,P041,1,2,PRE
0.218515218,0.781916663,P041,1,3,PRE
0.125775367,0.778262747,P041,1,4,PRE
0.32757055,0.775534844,P041,1,5,PRE
0.571930551,0.864404549,P041,1,6,PRE
0.344118294,0.843011528,P041,1,7,PRE
0.586887078,0.898275223,P041,1,8,PRE
0.764069047,0.872313899,P041,1,9,PRE
0.864919014,0.91341863,P041,1,10,PRE
0.918387376,0.935667254,P041,1,11,PRE
0.94720444,0.948555699,P041,1,12,PRE
0.81811249,0.956467811,P041,1,13,PRE
0.893642492,0.9305468,P041,1,14,PRE
0.933728449,0.902879375,P041,1,15,PRE
0.786457198,0.876487076,P041,1,16,PRE
0.876871085,0.853213091,P041,1,17,PRE
0.676839633,0.90350071,P041,1,18,PRE
0.817011177,0.877054382,P041,1,19,PRE
0.893060554,0.915912985,P041,1,20,PRE
0.933415102,0.888612318,P041,1,21,PRE
0.785754398,0.863719167,P041,1,22,PRE
0.876497285,0.908931577,P041,1,23,PRE
0.924544956,0.882057079,P041,1,24,PRE
0.766413618,0.858003424,P041,1,25,PRE
0.866175418,0.837702562,P041,1,26,PRE
0.919054271,0.821244316,P041,1,27,PRE
0.947572679,0.887247653,P041,1,28,PRE
0.963703493,0.862521985,P041,1,29,PRE
0.861507034,0.908309889,P041,1,30,PRE
0.622459331,0.622459331,P041,1,1,PRE
0.384366472,0.786792218,P041,1,2,PRE
0.218515218,0.781916663,P041,1,3,PRE
0.125775367,0.778262747,P041,1,4,PRE
0.32757055,0.775534844,P041,1,5,PRE
0.571930551,0.864404549,P041,1,6,PRE
0.344118294,0.843011528,P041,1,7,PRE
0.586887078,0.898275223,P041,1,8,PRE
0.764069047,0.872313899,P041,1,9,PRE
0.864919014,0.91341863,P041,1,10,PRE
0.918387376,0.886253337,P041,1,11,PRE
0.94720444,0.861652154,P041,1,12,PRE
0.81811249,0.907858673,P041,1,13,PRE
0.893642492,0.881062335,P041,1,14,PRE
0.933728449,0.857143592,P041,1,15,PRE
0.786457198,0.836994116,P041,1,16,PRE
0.876871085,0.820679377,P041,1,17,PRE
0.676839633,0.886963226,P041,1,18,PRE
0.817011177,0.862272957,P041,1,19,PRE
0.893060554,0.908180668,P041,1,20,PRE
0.933415102,0.881360532,P041,1,21,PRE
0.785754398,0.857401145,P041,1,22,PRE
0.876497285,0.905659098,P041,1,23,PRE
0.924544956,0.879032999,P041,1,24,PRE
0.766413618,0.855395383,P041,1,25,PRE
0.866175418,0.835557008,P041,1,26,PRE
0.919054271,0.819535176,P041,1,27,PRE
0.947572679,0.886387391,P041,1,28,PRE
0.963703493,0.861769306,P041,1,29,PRE
0.861507034,0.907919421,P041,1,30,PRE
