Reward_Prob,Var1,Participant.ID,Trial_type,trial_number,Time
0.622459331,0.622459331,P054,1,1,PRE
0.582067965,0.632050046,P054,1,2,PRE
0.613985719,0.638374467,P054,1,3,PRE
0.643637977,0.642556231,P054,1,4,PRE
0.671017827,0.612934749,P054,1,5,PRE
0.630618242,0.625786897,P054,1,6,PRE
0.659014434,0.634242174,P054,1,7,PRE
0.618529302,0.639822848,P054,1,8,PRE
0.647843321,0.643515286,P054,1,9,PRE
0.607331402,0.645962701,P054,1,10,PRE
0.637472185,0.61527833,P054,1,11,PRE
0.665336844,0.594324082,P054,1,12,PRE
0.624889327,0.613588757,P054,1,13,PRE
0.584475837,0.593179476,P054,1,14,PRE
0.616229732,0.579414689,P054,1,15,PRE
0.645715407,0.603843016,P054,1,16,PRE
0.672930528,0.586593085,P054,1,17,PRE
0.632550128,0.608533111,P054,1,18,PRE
0.6607973,0.622897618,P054,1,19,PRE
0.620321113,0.599496712,P054,1,20,PRE
0.649500719,0.58366393,P054,1,21,PRE
0.676413925,0.573030788,P054,1,22,PRE
0.636072451,0.565917694,P054,1,23,PRE
0.664046301,0.595031409,P054,1,24,PRE
0.689778952,0.580659412,P054,1,25,PRE
0.713349917,0.604656035,P054,1,26,PRE
0.734869214,0.587141551,P054,1,27,PRE
0.695995711,0.575361716,P054,1,28,PRE
0.7190317,0.567475306,P054,1,29,PRE
0.67960188,0.596048032,P054,1,30,PRE
0.622459331,0.622459331,P054,1,1,PRE
0.651477789,0.599198664,P054,1,2,PRE
0.610969092,0.583463237,P054,1,3,PRE
0.640843834,0.572896343,P054,1,4,PRE
0.668444151,0.599586673,P054,1,5,PRE
0.62802118,0.583724511,P054,1,6,PRE
0.656616697,0.573071373,P054,1,7,PRE
0.616121577,0.599700941,P054,1,8,PRE
0.645615302,0.583801463,P054,1,9,PRE
0.672838376,0.606708758,P054,1,10,PRE
0.632457017,0.621700947,P054,1,11,PRE
0.591988791,0.598683088,P054,1,12,PRE
0.552056049,0.616441895,P054,1,13,PRE
0.585912213,0.595112842,P054,1,14,PRE
0.546109744,0.580714162,P054,1,15,PRE
0.580326127,0.5710555,P054,1,16,PRE
0.540654389,0.598384951,P054,1,17,PRE
0.575194001,0.616246686,P054,1,18,PRE
0.6075729,0.594980484,P054,1,19,PRE
0.637696098,0.580625174,P054,1,20,PRE
0.66554326,0.60463367,P054,1,21,PRE
0.625097248,0.587126461,P054,1,22,PRE
0.653915784,0.575351597,P054,1,23,PRE
0.613412204,0.567468542,P054,1,24,PRE
0.573122324,0.56220422,P054,1,25,PRE
0.533634449,0.558693696,P054,1,26,PRE
0.49544645,0.556354655,P054,1,27,PRE
0.458951477,0.588790128,P054,1,28,PRE
0.424434982,0.609969322,P054,1,29,PRE
0.39208072,0.590730286,P054,1,30,PRE
0.622459331,0.622459331,P054,1,1,PRE
0.582067965,0.599198664,P054,1,2,PRE
0.613985719,0.583463237,P054,1,3,PRE
0.573688519,0.606487762,P054,1,4,PRE
0.534185576,0.588377881,P054,1,5,PRE
0.569099305,0.609699806,P054,1,6,PRE
0.601878703,0.590548061,P054,1,7,PRE
0.561761041,0.611118778,P054,1,8,PRE
0.595011976,0.624594512,P054,1,9,PRE
0.626035025,0.633456401,P054,1,10,PRE
0.585611868,0.606696787,P054,1,11,PRE
0.545816161,0.621693096,P054,1,12,PRE
0.507176053,0.598677751,P054,1,13,PRE
0.470118124,0.616438401,P054,1,14,PRE
0.508158011,0.595110472,P054,1,15,PRE
0.544472637,0.580712569,P054,1,16,PRE
0.505880212,0.604690758,P054,1,17,PRE
0.542309204,0.587164979,P054,1,18,PRE
0.576751508,0.575377428,P054,1,19,PRE
0.537168873,0.601206546,P054,1,20,PRE
0.571911311,0.618094583,P054,1,21,PRE
0.532456013,0.596233879,P054,1,22,PRE
0.567468061,0.61483854,P054,1,23,PRE
0.528136356,0.594026063,P054,1,24,PRE
0.563390776,0.579983601,P054,1,25,PRE
0.524178062,0.604214603,P054,1,26,PRE
0.559650541,0.586843738,P054,1,27,PRE
0.593034893,0.608696944,P054,1,28,PRE
0.553080994,0.623005106,P054,1,29,PRE
0.514192582,0.63240944,P054,1,30,PRE
