CondFileP,InstructionsP,LettersDisplayedP,CorrectnessP,CondFile,Instructions,LettersDisplayed,Correctness,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,InnerLoopPractice.thisRepN,InnerLoopPractice.thisTrialN,InnerLoopPractice.thisN,InnerLoopPractice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InnerLoop.thisRepN,InnerLoop.thisTrialN,InnerLoop.thisN,InnerLoop.thisIndex,TaskVersionText.started,TaskVersionText.stopped,InstrKey1.keys,InstrKey1.rt,InstrKey1.started,InstrKey1.stopped,text.started,text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,PractIn1.started,PractIn1.stopped,PractIn2.started,PractIn2.stopped,PractInstructionPass.keys,PractInstructionPass.rt,PractInstructionPass.started,PractInstructionPass.stopped,PractBlock1.started,PractBlock1.stopped,ISIjitterPractice,ISI_Pract_Fixation.started,ISI_Pract_Fixation.stopped,N_backP.started,N_backP.stopped,KeyPractice.keys,KeyPractice.corr,KeyPractice.started,KeyPractice.stopped,text_4.started,text_4.stopped,KeyPractice.rt,TransitionText.started,TransitionText.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,MainInt1.started,MainInt1.stopped,MainInt2.started,MainInt2.stopped,InstructionPass.keys,InstructionPass.rt,InstructionPass.started,InstructionPass.stopped,Blocks1.started,Blocks1.stopped,ISIjitter,N_backD.started,N_backD.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,key_resp.rt,participant,Study Name,Task Version (required to run),PRE/POST,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,28.783854999999676,None,space,221.74505699999963,29.278457799999615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0604354000002,None,space,8.068717099999958,251.54660809999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6527331000002,None,space,9.134614199999305,260.1448048999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.3273583999994,None,space,12.726983300000029,269.81634559999975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,Z,None,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.9610031999996,None,286.94533269999965,None,space,3.4140925000001516,286.94533269999965,None,283.9610031999996,None,1.39,290.4030515999998,None,291.8045499999994,None,None,1,291.8045499999994,None,293.8015375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,r,None,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.065,295.2994864999996,None,296.3762425,None,None,1,296.3762425,None,298.37371699999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,X,space,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.465,299.8731480000001,None,301.3421881999998,None,space,1,301.3421881999998,None,301.65762959999984,None,0.3052385000000868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,p,None,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.915,303.1639315999996,None,305.0896200000002,None,None,1,305.0896200000002,None,307.0881937999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,w,None,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,308.58739749999995,None,309.63221459999977,None,None,1,309.63221459999977,None,311.6365436000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,e,None,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.365,313.1360310999994,None,314.5103211999999,None,None,1,314.5103211999999,None,316.5100400999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P035,FENCOG,1,Pre,2022_Apr_11_1143,N-Back (New Version 2021),2021.1.4,120.063153218133,
