CondFileP,InstructionsP,LettersDisplayedP,CorrectnessP,CondFile,Instructions,LettersDisplayed,Correctness,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,InnerLoopPractice.thisRepN,InnerLoopPractice.thisTrialN,InnerLoopPractice.thisN,InnerLoopPractice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InnerLoop.thisRepN,InnerLoop.thisTrialN,InnerLoop.thisN,InnerLoop.thisIndex,TaskVersionText.started,TaskVersionText.stopped,InstrKey1.keys,InstrKey1.rt,InstrKey1.started,InstrKey1.stopped,text.started,text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,PractIn1.started,PractIn1.stopped,PractIn2.started,PractIn2.stopped,PractInstructionPass.keys,PractInstructionPass.rt,PractInstructionPass.started,PractInstructionPass.stopped,PractBlock1.started,PractBlock1.stopped,ISIjitterPractice,ISI_Pract_Fixation.started,ISI_Pract_Fixation.stopped,N_backP.started,N_backP.stopped,KeyPractice.keys,KeyPractice.corr,KeyPractice.started,KeyPractice.stopped,text_4.started,text_4.stopped,KeyPractice.rt,TransitionText.started,TransitionText.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,MainInt1.started,MainInt1.stopped,MainInt2.started,MainInt2.stopped,InstructionPass.keys,InstructionPass.rt,InstructionPass.started,InstructionPass.stopped,Blocks1.started,Blocks1.stopped,ISIjitter,N_backD.started,N_backD.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,key_resp.rt,participant,Study Name,Task Version (required to run),PRE/POST,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,23.803596600017045,None,space,15.472923399996944,24.292654699995182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.80128660000628,None,space,7.420682099997066,40.29673170001479,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.75448950001737,None,space,12.464961599966045,48.24459860002389,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.74116710003,None,space,7.269082399958279,61.232328700018115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,Z,None,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8472652999917,None,72.82160840003053,None,space,1.487656600016635,72.82160840003053,None,69.8472652999917,None,2.015,74.3301709999796,None,76.35767649998888,None,None,1,76.35767649998888,None,78.361382699979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,r,None,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.465,79.85921160003636,None,81.32826330000535,None,None,1,81.32826330000535,None,83.33336190000409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,X,space,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.615,84.83299490000354,None,86.45175409998046,None,space,1,86.45175409998046,None,86.79150310001569,None,0.33014259999617934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,p,None,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,88.29849509999622,None,89.79227039997932,None,None,1,89.79227039997932,None,91.79739770002197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,w,None,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.715,93.29705880000256,None,95.01602570002433,None,None,1,95.01602570002433,None,97.0208999000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,e,None,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,98.52047500002664,None,99.96508400002494,None,None,1,99.96508400002494,None,101.96933819999686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P001,fencog,1,Pre,2021_Jun_22_1149,N-Back (New Version 2021),2021.1.4,119.86009928730878,
