CondFileP,InstructionsP,LettersDisplayedP,CorrectnessP,CondFile,Instructions,LettersDisplayed,Correctness,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,InnerLoopPractice.thisRepN,InnerLoopPractice.thisTrialN,InnerLoopPractice.thisN,InnerLoopPractice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InnerLoop.thisRepN,InnerLoop.thisTrialN,InnerLoop.thisN,InnerLoop.thisIndex,TaskVersionText.started,TaskVersionText.stopped,InstrKey1.keys,InstrKey1.rt,InstrKey1.started,InstrKey1.stopped,text.started,text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,PractIn1.started,PractIn1.stopped,PractIn2.started,PractIn2.stopped,PractInstructionPass.keys,PractInstructionPass.rt,PractInstructionPass.started,PractInstructionPass.stopped,PractBlock1.started,PractBlock1.stopped,ISIjitterPractice,ISI_Pract_Fixation.started,ISI_Pract_Fixation.stopped,N_backP.started,N_backP.stopped,KeyPractice.keys,KeyPractice.corr,KeyPractice.started,KeyPractice.stopped,text_4.started,text_4.stopped,KeyPractice.rt,TransitionText.started,TransitionText.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,MainInt1.started,MainInt1.stopped,MainInt2.started,MainInt2.stopped,InstructionPass.keys,InstructionPass.rt,InstructionPass.started,InstructionPass.stopped,Blocks1.started,Blocks1.stopped,ISIjitter,N_backD.started,N_backD.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,key_resp.rt,participant,Study Name,Task Version (required to run),PRE/POST,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,21.83516679983586,None,space,107.70538010005839,22.323942799819633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.06769299996085,None,space,19.230014599859715,130.55903329979628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.82716339989565,None,space,20.572834899881855,150.32007449981757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.92432809993625,None,space,24.919301399961114,171.41382549982518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,Z,None,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.68767079990357,None,200.66432979982346,None,space,4.1887614000588655,200.66432979982346,None,197.68767079990357,None,1.84,204.8782373999711,None,206.7238514998462,None,None,1,206.7238514998462,None,208.7273833998479,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,r,None,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.315,210.22645989991724,None,211.54575349995866,None,None,1,211.54575349995866,None,213.5505247998517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,X,space,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,215.04986129980534,None,216.99530699988827,None,space,1,216.99530699988827,None,217.3587640998885,None,0.3537663999013603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,p,None,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.865,218.8655830998905,None,220.73775739991106,None,None,1,220.73775739991106,None,222.7394943998661,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,w,None,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.615,224.2388951999601,None,225.85796559997834,None,None,1,225.85796559997834,None,227.86293959990144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
Conditions/Version_1Pr/zeroback(1)_v1.xlsx,Rule: Press 'space' when you see the letter 'x' or 'X'.,e,None,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.265,229.36242359993048,None,230.63010639999993,None,None,1,230.63010639999993,None,232.6365712999832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P003,fencog,1,Pre,2021_Jul_05_1112,N-Back (New Version 2021),2021.1.4,119.96967165953049,
