18	66	Response	101	1025749	8671	1
18	68	Pulse	255	1050000	13757	NA
18	70	Pulse	255	1080000	13426	NA
18	70	Response	101	1088965	22391	1
18	72	Pulse	255	1110000	10595	NA
18	74	Pulse	255	1140000	10265	NA
18	74	Response	100	1143320	13584	1
18	76	Pulse	255	1170000	16267	NA
18	78	Response	101	1196907	12844	1
18	79	Pulse	255	1200000	2937	NA
18	81	Pulse	255	1230000	2440	NA
18	82	Response	100	1243869	6143	1
18	84	Pulse	255	1260000	5609	NA
18	86	Pulse	255	1290000	5278	NA
18	86	Response	100	1293648	8926	1
18	88	Pulse	255	1320000	15947	NA
18	90	Response	101	1340355	5971	1
18	91	Pulse	255	1350000	9450	NA
18	93	Pulse	255	1380000	8953	NA
18	94	Response	101	1392893	11679	1
18	96	Pulse	255	1410000	6622	NA
18	98	Pulse	255	1440000	6291	NA
18	98	Response	100	1447845	14136	1
18	100	Pulse	255	1470000	11627	NA
18	102	Response	101	1495099	6395	1
18	103	Pulse	255	1500000	4797	NA
18	105	Pulse	255	1530000	4299	NA
18	106	Response	100	1543359	7493	1
18	108	Pulse	255	1560000	6135	NA
18	110	Pulse	255	1590000	5804	NA
18	110	Response	100	1592102	7906	1
18	112	Pulse	255	1620000	17473	NA
18	114	Response	101	1642201	9343	1
18	115	Pulse	255	1650000	7643	NA
18	117	Pulse	255	1680000	7146	NA
18	118	Response	101	1690292	7272	1
18	120	Pulse	255	1710000	9315	NA
18	122	Pulse	255	1740000	8984	NA
18	122	Response	100	1761073	30057	1
18	123	Pulse	255	1770000	8820	NA
18	125	Pulse	255	1800000	8323	NA
18	126	Response	100	1811585	9742	1
18	128	Pulse	255	1830000	7992	NA
18	130	Pulse	255	1860000	7661	NA
18	130	Response	101	1868889	16550	1
18	132	Pulse	255	1890000	10664	NA
18	134	Pulse	255	1920000	10333	NA
18	134	Response	100	1934824	25157	1
18	136	Pulse	255	1950000	4669	NA
18	138	Pulse	255	1980000	4339	NA
18	138	Response	101	1987332	11670	1
18	140	Pulse	255	2010000	12174	NA
18	142	Pulse	255	2040000	11843	NA
18	142	Response	101	2041313	13157	1
18	144	Pulse	255	2070000	18179	NA
18	146	Response	100	2093911	11759	1
18	147	Pulse	255	2100000	6016	NA
18	149	Pulse	255	2130000	5518	NA
18	150	Response	100	2146541	11893	1
18	152	Pulse	255	2160000	3021	NA
18	154	Pulse	255	2190000	2690	NA
18	154	Response	101	2211547	24238	1
18	155	Pulse	255	2220000	8359	NA
18	157	Pulse	255	2250000	7862	NA
18	158	Response	100	2262122	9818	1
18	160	Pulse	255	2280000	7365	NA
18	162	Pulse	255	2310000	7034	NA
18	162	Response	101	2313184	10218	1
18	164	Pulse	255	2340000	16369	NA
18	166	Pulse	255	2370000	16046	NA
18	166	Response	101	2371912	17958	1
18	168	Pulse	255	2400000	17707	NA
18	170	Response	100	2422917	10294	1
18	171	Pulse	255	2430000	6878	NA
18	173	Pulse	255	2460000	6380	NA
18	174	Response	100	2475995	12210	1
18	176	Pulse	255	2490000	3550	NA
18	178	Pulse	255	2520000	3219	NA
18	178	Response	100	2526242	9462	1
18	180	Pulse	255	2550000	13221	NA
18	182	Pulse	255	2580000	12890	NA
18	182	Response	100	2580069	12960	1
18	184	Pulse	255	2610000	19392	NA
18	186	Response	101	2628903	7965	1
18	188	Pulse	255	2640000	563	NA
18	190	Pulse	255	2670000	233	NA
18	190	Response	100	2677065	7298	1
18	192	Pulse	255	2700000	12401	NA
18	194	Response	101	2726583	8653	1
18	195	Pulse	255	2730000	3237	NA
18	197	Pulse	255	2760000	2740	NA
18	198	Response	100	2773269	5843	1
18	200	Pulse	255	2790000	6242	NA
18	202	Pulse	255	2820000	5912	NA
18	202	Response	101	2823853	9765	1
18	204	Pulse	255	2850000	15747	NA
18	206	Response	100	2870249	5665	1
18	207	Pulse	255	2880000	9583	NA
18	209	Pulse	255	2910000	9086	NA
18	210	Response	101	2922176	11096	1
18	212	Pulse	255	2940000	7422	NA
18	214	Pulse	255	2970000	7091	NA
18	214	Response	101	2971727	8818	1
18	216	Pulse	255	3000000	17760	NA
18	218	Pulse	255	3030000	17429	NA
18	218	Response	101	3034815	22244	1
18	220	Pulse	255	3060000	14765	NA
18	222	Response	100	3082334	6768	1
18	223	Pulse	255	3090000	7602	NA
18	225	Pulse	255	3120000	7105	NA
18	226	Response	101	3136464	13403	1
18	228	Pulse	255	3150000	3107	NA
18	230	Pulse	255	3180000	2777	NA
18	230	Response	101	3189673	12450	1
18	232	Pulse	255	3210000	9945	NA
18	234	Response	100	3237973	7588	1
18	235	Pulse	255	3240000	1949	NA
18	237	Pulse	255	3270000	1451	NA
18	238	Response	100	3286551	7836	1
18	240	Pulse	255	3300000	2954	NA
18	242	Picture	instruct_trial	3327377	0	1	24498	1	0	next	other	0
18	242	Pulse	255	3330000	2623	NA
18	242	Response	101	3351680	24303	1
18	243	Pulse	255	3360000	7792	NA
18	243	Pulse	255	3390000	37792	NA
18	243	Response	100	3400378	48170	1
18	245	Pulse	255	3420000	9131	NA
18	247	Pulse	255	3450000	8800	NA
18	247	Response	100	3478358	37158	1
18	248	Pulse	255	3480000	1470	NA
18	250	Pulse	255	3510000	972	NA
18	251	Pulse	255	3540000	20807	NA
18	251	Response	101	3550740	31546	1
18	253	Pulse	255	3570000	8810	NA
18	255	Pulse	255	3600000	8480	NA
18	255	Response	101	3601785	10264	1
18	257	Pulse	255	3630000	17815	NA
18	259	Response	101	3651966	9450	1
18	260	Pulse	255	3660000	7985	NA
18	262	Pulse	255	3690000	7488	NA
18	263	Response	100	3702735	10057	1
18	265	Pulse	255	3720000	6824	NA
18	267	Pulse	255	3750000	6493	NA
18	267	Response	101	3758718	15211	1
18	269	Pulse	255	3780000	10828	NA
18	271	Response	100	3806968	7466	1
18	272	Pulse	255	3810000	2832	NA
18	274	Pulse	255	3840000	2334	NA
18	275	Response	101	3856479	8648	1
18	277	Pulse	255	3870000	3004	NA
18	279	Pulse	255	3900000	2673	NA
18	279	Response	101	3904062	6735	1
18	281	Pulse	255	3930000	15508	NA
18	283	Response	100	3956995	12172	1
18	284	Pulse	255	3960000	2845	NA
18	286	Pulse	255	3990000	2348	NA
18	287	Response	100	4005260	7442	1
18	289	Pulse	255	4020000	4350	NA
18	291	Pulse	255	4050000	4019	NA
18	291	Response	101	4053348	7367	1
18	293	Pulse	255	4080000	16187	NA
18	295	Response	100	4103950	9806	1
18	296	Pulse	255	4110000	5858	NA
18	298	Pulse	255	4140000	5360	NA
18	299	Pulse	255	4170000	25195	NA
18	299	Pulse	255	4200000	55195	NA
18	299	Pulse	255	4230000	85195	NA
18	299	Pulse	255	4260000	115195	NA
18	299	Pulse	255	4290000	145195	NA
18	299	Pulse	255	4320000	175195	NA
18	299	Response	101	4325718	180912	1
18	301	Pulse	255	4350000	13878	NA
18	303	Pulse	255	4380000	13547	NA
18	303	Pulse	255	4410000	43547	NA
18	303	Response	100	4420155	53702	1
18	305	Pulse	255	4440000	9386	NA
18	307	Response	101	4466966	6022	1
18	308	Pulse	255	4470000	2889	NA
18	310	Pulse	255	4500000	2392	NA
18	311	Response	101	4514923	7149	1
18	313	Pulse	255	4530000	4561	NA
18	315	Pulse	255	4560000	4230	NA
18	315	Response	100	4563366	7596	1
18	317	Pulse	255	4590000	16232	NA
18	319	Response	101	4609901	5803	1
18	320	Pulse	255	4620000	9902	NA
18	322	Pulse	255	4650000	9404	NA
18	323	Response	100	4659152	8391	1
18	325	Pulse	255	4680000	10407	NA
18	327	Response	100	4708396	8472	1
18	328	Pulse	255	4710000	1410	NA
18	330	Pulse	255	4740000	913	NA
18	331	Response	101	4757018	7765	1
18	333	Pulse	255	4770000	2582	NA
18	335	Pulse	255	4800000	2251	NA
18	335	Response	101	4804009	6260	1
18	337	Pulse	255	4830000	15586	NA
18	339	Response	100	4851265	6520	1
18	340	Pulse	255	4860000	8590	NA
18	342	Pulse	255	4890000	8092	NA
18	343	Response	101	4905820	13747	1
18	345	Pulse	255	4920000	3762	NA
18	347	Pulse	255	4950000	3431	NA
18	347	Response	101	4967161	20592	1
18	349	Pulse	255	4980000	2434	NA
18	351	Pulse	255	5010000	2103	NA
18	351	Response	100	5015340	7443	1
18	353	Pulse	255	5040000	14271	NA
18	355	Response	101	5061840	5780	1
18	356	Pulse	255	5070000	8108	NA
18	358	Pulse	255	5100000	7611	NA
18	359	Response	101	5108313	5758	1
18	361	Pulse	255	5130000	11280	NA
18	363	Response	100	5156166	7115	1
18	364	Pulse	255	5160000	3783	NA
18	366	Pulse	255	5190000	3285	NA
18	367	Response	100	5203763	6883	1
18	369	Pulse	255	5220000	5788	NA
18	371	Pulse	255	5250000	5457	NA
18	371	Response	101	5252226	7683	1
18	373	Pulse	255	5280000	17292	NA
18	375	Response	100	5300435	7397	1
18	376	Pulse	255	5310000	9462	NA
18	378	Pulse	255	5340000	8965	NA
18	379	Pulse	255	5370000	28799	NA
18	379	Response	100	5387976	46775	1
18	381	Pulse	255	5400000	1637	NA
18	383	Pulse	255	5430000	1307	NA
18	383	Response	101	5434433	5739	1
18	385	Pulse	255	5460000	15141	NA
18	387	Response	100	5481926	6737	1
18	388	Pulse	255	5490000	7978	NA
18	390	Pulse	255	5520000	7481	NA
18	391	Response	100	5535223	12538	1
18	393	Pulse	255	5550000	4317	NA
18	395	Pulse	255	5580000	3986	NA
18	395	Response	101	5584444	8430	1
18	397	Pulse	255	5610000	15154	NA
18	399	Response	100	5633184	8008	1
18	400	Pulse	255	5640000	6658	NA
18	402	Pulse	255	5670000	6160	NA
18	403	Response	101	5681100	7095	1
18	405	Pulse	255	5700000	8496	NA
18	407	Response	100	5729757	7922	1
18	408	Pulse	255	5730000	166	NA
18	409	Pulse	255	5760000	19834	NA
18	411	Response	100	5777735	7238	1
18	413	Pulse	255	5790000	1838	NA
18	415	Pulse	255	5820000	1507	NA
18	415	Response	101	5825122	6630	1
18	417	Pulse	255	5850000	14342	NA
18	419	Response	101	5871086	5098	1
18	420	Pulse	255	5880000	8845	NA
18	422	Pulse	255	5910000	8348	NA
18	423	Pulse	255	5940000	28182	NA
18	423	Response	100	5944253	32435	1
18	425	Pulse	255	5970000	15352	NA
18	427	Response	100	5990717	5739	1
18	428	Pulse	255	6000000	9189	NA
18	430	Pulse	255	6030000	8692	NA
18	431	Response	101	6038006	6532	1
18	433	Pulse	255	6060000	11527	NA
18	435	Response	101	6085260	6457	1
18	436	Pulse	255	6090000	4531	NA
18	438	Pulse	255	6120000	4033	NA
18	439	Response	100	6131902	5770	1
18	441	Pulse	255	6150000	7702	NA
18	443	Pulse	255	6180000	7371	NA
18	443	Response	100	6182467	9838	1
18	445	Pulse	255	6210000	17040	NA
18	447	Response	101	6230922	7631	1
18	448	Pulse	255	6240000	8877	NA
18	450	Pulse	255	6270000	8379	NA
18	451	Response	101	6280635	8849	1
18	453	Pulse	255	6300000	8882	NA
18	455	Response	101	6328504	7055	1
18	456	Pulse	255	6330000	1385	NA
18	458	Pulse	255	6360000	888	NA
18	459	Response	100	6381623	12345	1
18	460	Pulse	255	6390000	8223	NA
18	462	Pulse	255	6420000	7726	NA
18	463	Response	100	6431084	8644	1
18	465	Pulse	255	6450000	8395	NA
18	467	Pulse	255	6480000	8064	NA
18	467	Response	101	6483601	11666	1
18	469	Pulse	255	6510000	15900	NA
18	471	Pulse	255	6540000	15569	NA
18	471	Response	100	6561289	36858	1
18	472	Pulse	255	6570000	8572	NA
18	474	Pulse	255	6600000	8075	NA
18	475	Response	101	6611337	9246	1
18	477	Pulse	255	6630000	8244	NA
18	479	Pulse	255	6660000	7913	NA
18	479	Response	100	6660740	8653	1
18	481	Pulse	255	6690000	18748	NA
18	483	Picture	instruct_trial	6701582	0	1	17165	1	0	next	other	0
18	483	Response	101	6718604	17021	1
18	484	Pulse	255	6720000	1086	NA
18	484	Response	101	6749368	30454	1
18	485	Pulse	255	6750000	588	NA
18	487	Pulse	255	6780000	91	NA
18	488	Pulse	255	6810000	19925	NA
18	488	Response	101	6820194	30120	1
18	490	Pulse	255	6840000	9429	NA
18	492	Pulse	255	6870000	9098	NA
18	492	Response	100	6870547	9645	1
18	494	Pulse	255	6900000	18933	NA
18	496	Response	101	6916900	5503	1
18	498	Pulse	255	6930000	2604	NA
18	500	Pulse	255	6960000	2273	NA
18	500	Response	100	6964996	7269	1
18	502	Pulse	255	6990000	14608	NA
18	504	Response	100	7018116	12394	1
18	505	Pulse	255	7020000	1779	NA
18	507	Pulse	255	7050000	1281	NA
18	508	Response	101	7069951	11066	1
18	509	Pulse	255	7080000	9950	NA
18	511	Pulse	255	7110000	9452	NA
18	512	Response	101	7126826	16112	1
18	514	Pulse	255	7140000	2789	NA
18	516	Pulse	255	7170000	2458	NA
18	516	Response	101	7178145	10603	1
18	518	Pulse	255	7200000	11460	NA
18	520	Pulse	255	7230000	11129	NA
18	520	Response	101	7240292	21421	1
18	522	Pulse	255	7260000	9299	NA
18	524	Response	100	7288859	7827	1
18	525	Pulse	255	7290000	969	NA
18	527	Pulse	255	7320000	472	NA
18	528	Response	100	7334716	5022	1
18	530	Pulse	255	7350000	4807	NA
18	532	Pulse	255	7380000	4476	NA
18	532	Response	101	7380007	4483	1
18	534	Pulse	255	7410000	19478	NA
18	536	Response	100	7429461	8609	1
18	538	Pulse	255	7440000	149	NA
18	539	Pulse	255	7470000	9984	NA
18	540	Response	101	7480161	9979	1
18	542	Pulse	255	7500000	9320	NA
18	544	Pulse	255	7530000	8989	NA
18	544	Response	100	7544470	23459	1
18	546	Pulse	255	7560000	4992	NA
18	548	Pulse	255	7590000	4661	NA
18	548	Response	101	7595486	10148	1
18	550	Pulse	255	7620000	13997	NA
18	552	Response	101	7644431	8097	1
18	553	Pulse	255	7650000	5500	NA
18	555	Pulse	255	7680000	5003	NA
18	556	Response	100	7691384	6221	1
18	558	Pulse	255	7710000	8172	NA
18	560	Response	101	7737846	5687	1
18	561	Pulse	255	7740000	2008	NA
18	563	Pulse	255	7770000	1511	NA
18	564	Response	100	7785011	6356	1
18	566	Pulse	255	7800000	4513	NA
18	568	Pulse	255	7830000	4182	NA
18	568	Response	100	7830971	5154	1
18	570	Pulse	255	7860000	18517	NA
18	572	Response	101	7877320	5507	1
18	574	Pulse	255	7890000	2188	NA
18	576	Pulse	255	7920000	1857	NA
18	576	Response	101	7926205	8062	1
18	578	Pulse	255	7950000	13359	NA
18	580	Response	100	7973107	6135	1
18	581	Pulse	255	7980000	6695	NA
18	583	Pulse	255	8010000	6198	NA
18	584	Response	101	8017980	4012	1
18	586	Pulse	255	8040000	11533	NA
18	588	Response	100	8064167	5369	1
18	589	Pulse	255	8070000	5703	NA
18	591	Pulse	255	8100000	5206	NA
18	592	Response	100	8117215	12255	1
18	594	Pulse	255	8130000	2375	NA
18	596	Pulse	255	8160000	2045	NA
18	596	Response	101	8165418	7463	1
18	598	Pulse	255	8190000	14046	NA
18	600	Response	100	8214654	8369	1
18	601	Pulse	255	8220000	5216	NA
18	603	Pulse	255	8250000	4719	NA
18	604	Response	100	8266579	11132	1
18	606	Pulse	255	8280000	2888	NA
18	608	Pulse	255	8310000	2558	NA
18	608	Response	100	8313995	6552	1
18	610	Pulse	255	8340000	15559	NA
18	612	Response	101	8363243	8471	1
18	613	Pulse	255	8370000	6563	NA
18	615	Pulse	255	8400000	6065	NA
18	616	Response	100	8409894	5793	1
18	618	Pulse	255	8430000	9568	NA
18	620	Response	101	8458334	7571	1
18	621	Pulse	255	8460000	1571	NA
18	623	Pulse	255	8490000	1074	NA
18	624	Response	101	8503751	4659	1
18	626	Pulse	255	8520000	5742	NA
18	628	Pulse	255	8550000	5412	NA
18	628	Response	100	8551674	7086	1
18	630	Pulse	255	8580000	17913	NA
18	632	Pulse	255	8610000	17583	NA
18	632	Response	101	8617195	24778	1
18	634	Pulse	255	8640000	12419	NA
18	636	Response	101	8663472	5560	1
18	637	Pulse	255	8670000	6422	NA
18	639	Pulse	255	8700000	5925	NA
18	640	Response	100	8721180	16939	1
18	641	Pulse	255	8730000	8761	NA
18	643	Pulse	255	8760000	8263	NA
18	644	Response	101	8770665	8762	1
18	646	Pulse	255	8790000	8932	NA
18	648	Pulse	255	8820000	8602	NA
18	648	Response	100	8820531	9132	1
18	650	Pulse	255	8850000	18937	NA
18	652	Pulse	255	8880000	18606	NA
18	652	Response	100	8889853	28459	1
18	654	Pulse	255	8910000	9609	NA
18	656	Response	101	8936075	5354	1
18	657	Pulse	255	8940000	3779	NA
18	659	Pulse	255	8970000	3282	NA
18	660	Response	101	8983153	6269	1
18	662	Pulse	255	9000000	6451	NA
18	664	Pulse	255	9030000	6120	NA
18	664	Response	100	9031850	7971	1
18	666	Pulse	255	9060000	17622	NA
18	668	Response	100	9078729	6020	1
18	670	Pulse	255	9090000	793	NA
18	672	Pulse	255	9120000	462	NA
18	672	Response	101	9124661	5123	1
18	674	Pulse	255	9150000	14797	NA
18	676	Response	101	9177005	11471	1
18	677	Pulse	255	9180000	2800	NA
18	679	Pulse	255	9210000	2303	NA
18	680	Response	100	9224561	6698	1
18	682	Pulse	255	9240000	4972	NA
18	684	Pulse	255	9270000	4641	NA
18	684	Response	100	9271835	6476	1
18	686	Pulse	255	9300000	17643	NA
18	688	Response	101	9317987	5299	1
18	690	Pulse	255	9330000	1480	NA
18	692	Pulse	255	9360000	1149	NA
18	692	Pulse	255	9390000	31149	NA
18	692	Pulse	255	9420000	61149	NA
18	692	Response	101	9422978	64127	1
18	694	Pulse	255	9450000	16489	NA
18	696	Response	101	9470245	6403	1
18	697	Pulse	255	9480000	9659	NA
18	698	Response	101	9485955	5282	1
18	699	Pulse	255	9510000	9162	NA
18	700	Response	100	9517291	6287	1
18	702	Pulse	255	9540000	12331	NA
18	704	Pulse	255	9570000	12000	NA
18	704	Response	100	9593875	35876	1
18	705	Pulse	255	9600000	6003	NA
18	707	Pulse	255	9630000	5506	NA
18	708	Response	101	9641285	6625	1
18	710	Pulse	255	9660000	8175	NA
18	712	Pulse	255	9690000	7844	NA
18	712	Response	100	9692584	10429	1
18	714	Pulse	255	9720000	17013	NA
18	716	Response	101	9748255	14937	1
18	717	Pulse	255	9750000	1683	NA
18	719	Pulse	255	9780000	1186	NA
18	720	Pulse	255	9810000	21020	NA
18	720	Response	100	9811509	22529	1
18	722	Pulse	255	9840000	18023	NA
18	724	Picture	instruct_trial	9852307	0	1	40163	1	0	next	other	0
18	724	Pulse	255	9870000	17693	NA
18	724	Response	101	9890421	38114	1
