a(1),v(1),t(1),z(1),dc(1)
1.3283610142529862,3.980104431560389,0.10407126835629736,0.1608754496893734,1.1920156276854548
1.4105125037204194,4.1199534424778905,0.1300493541467327,0.14203459864444454,1.4029502368657627
1.2127464010738258,4.2990705435387975,0.12108232824530998,0.19183967812261926,0.9811006955638444
1.5429732047629379,3.9748591171229455,0.09300764168608172,0.13676656073440555,1.641482033611059
0.9563372939915201,4.728687003387256,0.189482939193289,0.30229324977165445,-0.5608269759538109
1.3216499883319333,4.011699832051445,0.14714394189477384,0.15817043893392976,1.3039918524749081
1.2630045804321908,4.092002850608121,0.15324575346505995,0.17823009682349406,1.1319085053197073
2.451426727202828,6.999578058888077,5.564305205152404e-05,0.08174937780035879,-0.3979092131781128
1.1467605272722199,4.196224370694625,0.17820395420554913,0.21892433549368248,0.7407078555033377
1.168629861314966,4.234002519488242,0.14545292008096852,0.22062627500920545,0.781628231407034
1.3198111565722948,4.188835998246105,0.11477952424749156,0.1800123830282973,1.163708639521053
1.3796109534664618,3.9461313583501845,0.1334286904172491,0.16375373666309587,1.4497480300132173
1.1537600255470357,4.172079774169738,0.16644031225116926,0.1939528021310097,0.7068225843892151
1.4165256765110246,4.134027092921149,0.14175102555766195,0.15075867283410677,1.4804827826555937
0.9393545686307534,4.839874362554655,0.186439001473482,0.29171877301070515,-0.4717721069475307
1.5216244838893447,3.9501180351634613,0.1064548296566902,0.1293805000714405,1.6828000849230489
1.432392407338169,4.085897736062946,0.12375062337503315,0.13813123591752327,1.4756284322724689
1.750918463595673,3.8814954186168107,0.05764011211300752,0.10239888596930873,1.902075880749675
1.7399032954103821,3.8043316547210404,0.08825424477974082,0.11935389032934386,1.808494268639912
1.1920770141748556,4.119420691294547,0.1359850746475652,0.1944210648387344,0.8890030205166126
1.4854110968941727,4.062576178534663,0.11062212192199575,0.12980093272095353,1.4818376403316227
0.9114946145893495,4.886408436795338,0.1963822120592304,0.31042862916608355,-0.7095936716108631
1.3665284684456551,4.132266641802058,0.1342876368586647,0.14060045170741675,1.4289944591061887
1.5043301504716777,3.7826999167416226,0.08773764974088974,0.1311142717248185,1.556257617252277
1.6426033056214375,3.982268080097517,0.09014973285902918,0.12940360988223878,1.8568633414488138
1.0379783685528898,4.8100811694642065,0.16824552681169114,0.2634156954896236,-0.2262206562699888
1.1001082302084353,4.814236839570974,0.14858535805882617,0.22397766403611072,-0.3559696208446188
