a(1),v(1),t(1),z(1),dc(1)
1.2223773051292985,4.187818370004131,0.11333217856545667,0.18641378581036008,1.109890516145325
1.1503301275572997,4.320297628817701,0.1440896578569259,0.20232396561587185,0.81241507439165
1.691657335350982,3.8477460448836136,0.07551144107767528,0.12671500153149448,1.7931893914308317
1.2336683015090908,4.400639391191803,0.12793800921373305,0.18265213744653763,0.7722518837863722
1.3403103614953562,3.921532921174028,0.11194776129827529,0.16288982504408625,1.304713365271892
1.2937318703317169,3.93229003356461,0.11477870229346486,0.1716111724376972,1.042353458106687
2.2445309964222693,12.733809044670497,1.5368629679140622e-05,0.08135097902865063,-6.277234428584108
1.3459932424558652,4.146068675519908,0.1284881130319349,0.1623496236937431,1.2253019256429127
0.9687641780327488,4.951279168293786,0.17923629250075307,0.30272966257798334,-0.7982975636633441
1.5479072901233293,3.889408386870339,0.10366912423045249,0.13779407849259429,1.64210160624546
0.9149532168910103,5.028305844929389,0.2039303072120405,0.27623220874623866,-0.8322852728783711
1.2400077550168749,4.634684585946805,0.11740727731337537,0.19861554028512118,0.4084853258153571
1.1767633161158269,4.206923190171518,0.1317183415708887,0.19329261285700192,0.8493794796688536
1.0863122830664618,4.395499489567278,0.1720643706324859,0.23780264877819635,0.5866828161900761
1.115948623173448,4.1989497915566245,0.1528289604625109,0.18971959491993448,0.7698357420765147
1.3624360436478096,4.074322754210436,0.11017742728864946,0.16694404523275647,1.4062074927561408
1.6355433352323754,4.068012866342669,0.07414648916379256,0.12289509394071908,1.8267556258694106
1.3199918721846717,4.083201868080657,0.117758729924729,0.17348502712835917,1.0845377033565402
1.0726674190932965,4.454807325303929,0.14490166468386634,0.2129129427417176,0.26027670364227357
1.7097810016444583,4.221842970567116,0.08759589017314524,0.10873612087488861,1.9137633539108494
1.4204490139552217,4.075483674313213,0.12651533820586647,0.15069896693445364,1.4326382390571502
1.1611572169608377,4.246444839350438,0.14595345360941045,0.2189697952996829,0.667588474757822
1.1752896404815265,4.2906905824901544,0.11760183267854582,0.19047729191494903,0.8427810034809387
1.2191018674268643,4.140291332468827,0.15144342516892084,0.1904574791376946,0.90945518186228
1.2125518473830939,4.388928078203205,0.13572288692533893,0.2254076854235804,0.5080855250635701
1.4596274183468565,3.8595263072714507,0.08633623470770882,0.16724161559847134,1.2330789241319895
