Participant.ID,PRE.POST,Condition,a(1),v(1),t(1),z_trans(1),z(1),dc(1),likelihood,penalty,bic
P030,PRE,Control,0.598853288,2.571756973,0.222694081,-0.167339246,0.458262539,1.28883192,-591.5414021,30.45104289,621.992445
P031,PRE,Control,0.702196392,4.286868588,0.200417058,-0.810543519,0.307774687,2.414641013,-522.2553988,30.45104289,552.7064417
P032,PRE,Control,2.619784762,-0.44215378,0.027579075,-3.250480718,0.037309617,10.84091909,-628.9092832,30.45104289,659.3603261
P033,PRE,Control,0.718667222,2.446705149,0.16034,-0.425822834,0.39512424,1.752876628,-601.4007907,30.45104289,631.8518336
P034,PRE,Control,0.652784678,2.169129531,0.223160504,-0.425887166,0.395108865,2.400252332,-583.3569525,30.45104289,613.8079954
P035,PRE,Control,2.462513306,3.727528019,0.204126239,1.801314554,0.85830888,0.842565366,-502.5874742,30.45104289,533.0385171
P036,PRE,Control,0.768674601,4.498729492,0.208644255,-0.381244092,0.405826872,1.863145398,-522.2079698,30.45104289,552.6590127
P037,PRE,Control,0.732291601,2.825922254,0.193785319,-0.139404507,0.465205204,0.850701466,-544.6231479,30.45104289,575.0741908
P038,PRE,Control,0.651899698,3.76598216,0.233437888,-1.179207162,0.235194781,2.376887368,-533.4688648,30.45104289,563.9199077
P039,PRE,Control,0.628526851,1.935216104,0.188407696,-0.34889341,0.413650792,2.44353919,-606.9485958,30.45104289,637.3996386
P040,PRE,Control,0.713302617,2.848068362,0.191056005,-0.312947539,0.422395441,1.060703113,-555.3245048,30.45104289,585.7755476
P041,PRE,Control,0.728847843,3.939511015,0.203607311,-0.610117832,0.352032319,1.931521198,-522.7083357,30.45104289,553.1593786
P042,PRE,Control,0.80389822,3.937777494,0.196066688,-0.804453835,0.309073607,2.479618974,-548.6507687,30.45104289,579.1018116
P043,PRE,Control,0.82212782,2.712698965,0.18268966,-1.098829318,0.249959309,2.680125266,-595.2735971,30.45104289,625.7246399
P044,PRE,Control,0.57024268,3.131292344,0.244695444,-1.091676139,0.251302782,1.650358732,-506.4063198,30.45104289,536.8573627
P045,PRE,Control,0.590747798,2.038955783,0.209105711,-0.36207512,0.410457331,0.481620784,-562.6901318,30.45104289,593.1411747
P046,PRE,Control,0.619177303,3.823800816,0.211956703,-0.00518198,0.498704508,1.956714643,-549.3159015,30.45104289,579.7669444
P047,PRE,Control,0.953185011,2.567452912,0.138055964,-0.592281382,0.356111571,2.383760482,-583.4250712,30.45104289,613.8761141
P048,PRE,Control,0.724444516,3.256620549,0.195997747,-0.451547605,0.388992872,1.366350078,-515.9564598,30.45104289,546.4075027
P049,PRE,Control,0.849388112,4.494348459,0.186019443,-1.089921754,0.251633013,2.769306402,-499.3884395,30.45104289,529.8394824
P050,PRE,Control,0.673407479,2.48489673,0.19184835,-0.316522606,0.421523448,1.765058903,-594.7334792,30.45104289,625.184522
P051,PRE,Control,2.773309756,0.206162581,0.018223553,-3.217805635,0.038501136,10.61076812,-615.0385678,30.45104289,645.4896107
P052,PRE,Control,0.731565969,3.702076006,0.202342115,-0.40326713,0.400527631,2.331016979,-562.7826374,30.45104289,593.2336803
P053,PRE,Control,2.42404441,-0.507876723,0.008665332,-3.055570759,0.044977576,9.502318664,-638.990857,30.45104289,669.4418999
P054,PRE,Control,0.630497581,3.476128448,0.2203783,-0.612566749,0.35147391,2.878407958,-578.0901157,30.45104289,608.5411586
P001,POST,Control,0.91540158,1.673537449,0.110857525,-0.739454786,0.323123379,2.415587619,-637.7772579,30.45104289,668.2283008
P002,POST,Control,0.765546254,3.622511237,0.200311219,-0.388041969,0.404188745,0.995411754,-519.1015406,30.45104289,549.5525835
P003,POST,Control,0.674719457,1.660153343,0.208866071,-0.711663505,0.329231371,2.929470864,-615.833618,30.45104289,646.2846609
P004,POST,Control,2.723422284,-0.055800729,0.003252161,-3.2416063,0.037629677,10.26353173,-621.1048837,30.45104289,651.5559266
P005,POST,Control,0.721259126,4.165039905,0.210981184,-0.123912647,0.469061415,1.515420612,-510.5991,30.45104289,541.0501429
P006,POST,Control,0.756748348,4.917390541,0.218232546,-0.595648384,0.355339905,1.779642634,-472.9476595,30.45104289,503.3987024
P007,POST,Control,0.699658826,3.554678052,0.217747004,-1.111492491,0.247592747,1.438174085,-541.4359565,30.45104289,571.8869994
P008,POST,Control,0.82971163,1.341507505,0.162108308,-1.013971123,0.266203415,1.769989501,-594.9803038,30.45104289,625.4313467
P009,POST,Control,0.722557755,1.99031342,0.204773848,-0.32892711,0.418501697,2.029307839,-629.3372679,30.45104289,659.7883108
P010,POST,Control,0.827566731,3.800389173,0.211245263,-0.691902632,0.333609957,1.800360382,-502.75302,30.45104289,533.2040629
P011,POST,Control,0.836149132,1.257465448,0.12583001,-0.415509064,0.39759189,1.795548848,-628.56053,30.45104289,659.0115729
P012,POST,Control,0.729965167,3.494149251,0.199057759,-0.461906094,0.386533743,1.500547399,-532.6879513,30.45104289,563.1389942
P013,POST,Control,0.717183051,3.446257206,0.189338785,-0.843890577,0.300716017,1.92951611,-546.3511448,30.45104289,576.8021877
P014,POST,Control,0.73719077,4.574334424,0.192981893,-1.139124648,0.242481113,2.33061282,-506.8751547,30.45104289,537.3261976
P015,POST,Control,0.713851957,3.71070497,0.209690629,-0.572445827,0.360672655,1.553761663,-526.2770262,30.45104289,556.7280691
P016,POST,Control,0.725133769,2.853777849,0.200731934,-0.209486181,0.447819143,1.186899759,-551.4034636,30.45104289,581.8545065
P017,POST,Control,0.698684551,2.511102066,0.194392415,-0.577379028,0.359535902,2.06767014,-618.2978719,30.45104289,648.7489148
P018,POST,Control,0.81418111,2.022681719,0.150361508,-0.445713077,0.390380503,1.726969548,-611.5371801,30.45104289,641.988223
P020,POST,Control,0.801197576,5.250072168,0.208855465,-0.410175347,0.398870077,2.00992994,-461.0160106,30.45104289,491.4670535
P021,POST,Control,0.803166532,3.572013569,0.210706124,-0.223374154,0.444387506,2.093916138,-541.6204152,30.45104289,572.0714581
P022,POST,Control,0.810636669,3.801221503,0.179289482,0.20571689,0.551248616,1.102753061,-517.5064792,30.45104289,547.9575221
P023,POST,Control,0.74345433,3.052679301,0.19120264,-0.267356572,0.433556168,1.702614525,-555.8528616,30.45104289,586.3039045
P024,POST,Control,0.561648489,2.637474954,0.220252849,0.565002785,0.637609296,0.605131959,-606.900015,30.45104289,637.3510579
P025,POST,Control,0.786296121,3.741532657,0.240105463,-1.680321619,0.157052886,2.441830443,-521.3004656,30.45104289,551.7515085
P026,POST,Control,0.616024713,3.884296667,0.227833312,-0.447378188,0.389984306,1.938548779,-568.6580665,30.45104289,599.1091094
P027,POST,Control,0.70761453,3.084182791,0.219874826,0.057387439,0.514342924,1.754941191,-587.4884983,30.45104289,617.9395412
P028,POST,Control,0.857548658,1.459684557,0.139814166,-0.373677102,0.407652804,1.732216812,-627.1847358,30.45104289,657.6357787
P029,POST,Control,0.781348184,2.669814962,0.184674716,-0.525001036,0.37168357,1.965308243,-579.1927272,30.45104289,609.6437701
P030,POST,Control,0.806426288,3.494944933,0.188164007,-1.358539443,0.204477784,2.062858243,-504.4447019,30.45104289,534.8957448
P031,POST,Control,0.750156232,5.040703116,0.202815604,-0.842461344,0.30101665,2.360242284,-470.4332956,30.45104289,500.8843385
P032,POST,Control,0.614299301,2.041617428,0.218709859,-0.136927938,0.465821401,1.07021729,-595.3789698,30.45104289,625.8300127
P033,POST,Control,0.820677624,1.589159103,0.130515809,-0.524954732,0.371694383,2.67999522,-627.9661811,30.45104289,658.417224
P034,POST,Control,0.663645879,2.63272825,0.193828014,-0.122077121,0.469518565,1.414038929,-554.3057526,30.45104289,584.7567955
P035,POST,Control,0.641964508,3.332293322,0.210530359,-0.230248182,0.442690914,1.356471473,-535.7094825,30.45104289,566.1605254
P036,POST,Control,0.686254235,5.040653369,0.210951837,-0.868208842,0.295627141,2.548484915,-491.8221852,30.45104289,522.2732281
P037,POST,Control,0.903416261,3.669551197,0.1874184,-0.501362757,0.377220469,1.949853693,-500.1305989,30.45104289,530.5816418
P038,POST,Control,0.667533193,3.46458486,0.22653159,-0.703001046,0.331147193,2.192647987,-549.1466671,30.45104289,579.59771
P039,POST,Control,0.816252107,2.637681378,0.167789558,-0.595642187,0.355341324,2.261672561,-574.2737672,30.45104289,604.7248101
P040,POST,Control,0.694824166,2.542349831,0.186991306,-0.232918129,0.442032298,1.481367755,-565.5210424,30.45104289,595.9720853
P041,POST,Control,0.7213888,4.165956648,0.204124243,-0.234760383,0.441577973,1.839499442,-563.183288,30.45104289,593.6343309
P042,POST,Control,0.697860069,3.75128086,0.221238649,-0.155325916,0.461246404,1.565776079,-540.1503561,30.45104289,570.601399
P043,POST,Control,0.806983328,3.965342425,0.216560764,-0.791629745,0.311818839,2.120147607,-505.6814834,30.45104289,536.1325263
P044,POST,Control,0.664262844,3.283699973,0.230447569,-0.863077532,0.296696762,1.851720985,-531.5117347,30.45104289,561.9627776
P045,POST,Control,0.864347872,3.469473659,0.181441918,-1.094788649,0.250717617,2.499700563,-547.5054025,30.45104289,577.9564454
P046,POST,Control,0.623158562,3.914436799,0.225587997,-0.132438183,0.466938764,1.874679117,-531.7421411,30.45104289,562.193184
P047,POST,Control,0.880799281,2.648410508,0.141664553,-0.374309439,0.407500121,1.810548781,-579.6697287,30.45104289,610.1207716
P048,POST,Control,0.663046261,2.687842034,0.21667472,-0.522468503,0.372275196,1.078955077,-560.2105526,30.45104289,590.6615955
P049,POST,Control,0.718148374,3.650686797,0.206981585,-0.427615989,0.394695755,1.928229317,-527.5978722,30.45104289,558.0489151
P050,POST,Control,0.872612208,2.986085455,0.174271814,-0.62796858,0.347971299,2.304764141,-612.7971847,30.45104289,643.2482276
P051,POST,Control,0.624107221,3.766292238,0.231408555,-0.490461411,0.379784877,2.118264826,-547.5958946,30.45104289,578.0469375
P052,POST,Control,0.701418015,4.442651422,0.211802969,0.214921444,0.553524489,1.262652224,-518.7202053,30.45104289,549.1712482
P053,POST,Control,0.714015607,3.62800088,0.227958566,-0.39495643,0.402524713,1.815226638,-558.9146713,30.45104289,589.3657142
P054,POST,Control,2.561792807,-0.324136035,0.020015153,-3.238054209,0.037758523,10.93355383,-624.6630945,30.45104289,655.1141374
