CondFileP,Instructions,FaceE,Express,ColourT,ColourF,CorrectAnsP,MasterCondFile,BlockOrder,CondFile,ColCheck,Triplicate_check,SORT_BY_SMALLEST,EPracticeOuterLoop.thisRepN,EPracticeOuterLoop.thisTrialN,EPracticeOuterLoop.thisN,EPracticeOuterLoop.thisIndex,EPracticeInnerLoop.thisRepN,EPracticeInnerLoop.thisTrialN,EPracticeInnerLoop.thisN,EPracticeInnerLoop.thisIndex,MasterLoop.thisRepN,MasterLoop.thisTrialN,MasterLoop.thisN,MasterLoop.thisIndex,OuterLoop.thisRepN,OuterLoop.thisTrialN,OuterLoop.thisN,OuterLoop.thisIndex,InnerLoop.thisRepN,InnerLoop.thisTrialN,InnerLoop.thisN,InnerLoop.thisIndex,text_13.started,text_13.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text4.started,text4.stopped,EmotionTaskInstructions1.keys,EmotionTaskInstructions1.rt,EmotionTaskInstructions1.started,EmotionTaskInstructions1.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Text_14.started,Text_14.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_10.started,text_10.stopped,text_11.started,text_11.stopped,text_12.started,text_12.stopped,ISIjitterPractice,EPracticeISIMarker.started,EPracticeISIMarker.stopped,Pract.keys,Pract.corr,Pract.rt,Pract.started,Pract.stopped,PracticeFace.started,PracticeFace.stopped,ColourPractice.started,ColourPractice.stopped,text_7.started,text_7.stopped,EndOfPractice.started,EndOfPractice.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_8.started,text_8.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,TaskBlock.started,TaskBlock.stopped,BlockNo1.started,BlockNo1.stopped,OfBlock.started,OfBlock.stopped,ISIjitter,ISImarker.started,ISImarker.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,FaceSet.started,FaceSet.stopped,Colour.started,Colour.stopped,key_resp.rt,EndBlockText.started,EndBlockText.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,BreakText2.started,BreakText2.stopped,PressToContinue.started,PressToContinue.stopped,participant,Study Name,Task Version (required to run),PRE/POST,date,expName,psychopyVersion,frameRate
EPracticeConditions/BlueEyes.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Happy/HF04_HE.jpg,Happy,Yellow,Images/Yellow.jpg,space,,,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,182.9843947,None,None,0,,184.3846841,None,184.3846841,None,184.3846841,None,185.2995234,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueEyes.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Happy/HF10_HE.jpg,Happy,Yellow,Images/Yellow.jpg,space,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,187.293416,None,space,1,0.3643579,189.0087737,None,189.0087737,None,189.0087737,None,189.9056797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueEyes.csv,"Rule: When you see a blue image, do not press 'spacebar'.",,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",Images/Happy/BF05_HO.jpg,Happy,Yellow,Images/Yellow.jpg,None,,,,,,,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.9253588,None,194.9147867,None,space,0.841679,194.9147867,None,191.9253588,None,191.9253588,None,191.9253588,None,1.9,195.777109,None,None,1,,197.797952,None,197.797952,None,197.797952,None,198.6861338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",Images/Fearful/AM23AFS.jpg,Fear,Blue,Images/Blue.jpg,space,,,,,,,0,1,1,1,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,200.6878631,None,space,1,0.2680955,202.2882646,None,202.2882646,None,202.2882646,None,203.1848984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",Images/Fearful/AM16AFS.jpg,Fear,Blue,Images/Blue.jpg,space,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,205.1903049,None,space,1,0.2813977,206.9951142,None,206.9951142,None,206.9951142,None,207.8912674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",Images/Happy/AM32HAS.jpg,Happy,Yellow,Images/Yellow.jpg,None,,,,,,,0,1,1,1,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,209.8948345,None,None,1,,211.4022406,None,211.4022406,None,211.4022406,None,212.2927569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",Images/Fearful/AM17AFS.jpg,Fear,Blue,Images/Blue.jpg,space,,,,,,,0,1,1,1,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,214.2920222,None,None,0,,215.592633,None,215.592633,None,215.592633,None,216.4966388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",Images/Fearful/AM19AFS.jpg,Fear,Blue,Images/Blue.jpg,space,,,,,,,0,1,1,1,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,218.4991422,None,space,1,0.3528699,219.90773,None,219.90773,None,219.90773,None,220.8051729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",Images/Fearful/AM22AFS.jpg,Fear,Blue,Images/Blue.jpg,space,,,,,,,0,1,1,1,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,222.8063466,None,None,0,,224.7065903,None,224.7065903,None,224.7065903,None,225.6047105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",Images/Fearful/AM24AFS.jpg,Fear,Blue,Images/Blue.jpg,space,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,227.6085078,None,None,0,,229.3133813,None,229.3133813,None,229.3133813,None,230.2078842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/YellowEyes.csv,"Rule: When you see a yellow image, do not press 'spacebar'.",,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueScram.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Scram1/BM08_NC.jpg,Scramble,Blue,Images/Blue.jpg,None,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.2272991,None,235.2194679,None,space,0.489192,235.2194679,None,232.2272991,None,232.2272991,None,232.2272991,None,1.2,235.726166,None,space,0,0.3364682,237.0279976,None,237.0279976,None,237.0279976,None,237.9334604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueScram.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Scram2/AM03_NC.jpg,Scramble,Yellow,Images/Yellow.jpg,space,,,,,,,0,2,2,2,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,239.9345675,None,space,1,0.2463652,241.5345166,None,241.5345166,None,241.5345166,None,242.4338497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueScram.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Scram1/BF18_NC.jpg,Scramble,Blue,Images/Blue.jpg,None,,,,,,,0,2,2,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,244.4363272,None,space,0,0.1903503,246.1501467,None,246.1501467,None,246.1501467,None,247.0476867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueScram.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Scram2/AF10_NC.jpg,Scramble,Yellow,Images/Yellow.jpg,space,,,,,,,0,2,2,2,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,249.0484084,None,space,1,0.2516992,250.449022,None,250.449022,None,250.449022,None,251.3484255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueScram.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Scram2/AF25NES.jpg,Scramble,Yellow,Images/Yellow.jpg,space,,,,,,,0,2,2,2,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,253.35537,None,space,1,0.3244836,254.8560411,None,254.8560411,None,254.8560411,None,255.7617985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueScram.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Scram1/AM03NES.jpg,Scramble,Yellow,Images/Yellow.jpg,space,,,,,,,0,2,2,2,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,257.7626073,None,space,1,0.3060442,259.7627868,None,259.7627868,None,259.7627868,None,260.6533801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
EPracticeConditions/BlueScram.csv,"Rule: When you see a blue image, do not press 'spacebar'.",Images/Scram1/AM04_NC.jpg,Scramble,Yellow,Images/Yellow.jpg,space,,,,,,,0,2,2,2,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,262.6526592,None,space,1,0.2544357,264.4698677,None,264.4698677,None,264.4698677,None,265.3518127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P016,FENCOG,2,Post,2021_Nov_01_1154,Go No-Go Task,2021.1.4,120.0769933
